Assigned To	Code	Date	User	Tweet
Sigfried Gold	Pro-Roseanne	Tue May 29 18:29:42 +0000 2018	macboy2602	StandWithRoseanne
Michael Joseph, III	Anti-Roseanne	Tue May 29 18:29:42 +0000 2018	Davidlaz	@therealroseanne this is what happens when lose sight of what the show initially about you switched the game and st... https://t.co/SUGt01ntQD
Carmen Collins	Unclear/Unrelated	Tue May 29 18:29:43 +0000 2018	cbschicago	@CDSanDiego It's a fair point and the decision is correct since Roseanne IS the show in terms of identity within th... https://t.co/dp4MJ2WJ9W
Suzanne Garcia	Anti-Roseanne	Tue May 29 18:29:43 +0000 2018	SmokeTrumps	@HippieGod__ @E_Rad_E_Rock @hollygo10 @LadyBabs07 @therealroseanne @ABC Please get sterilized.
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:29:43 +0000 2018	realLyingMedia	@KLaneArndt @eyesoredown @RealAlexJones @therealroseanne We are, but I'm not one of the lizard people. Nor do I bel... https://t.co/JY99VU5aBU
Aditya Bhat	Neutral	Tue May 29 18:29:44 +0000 2018	gregmethod	@therealroseanne @ChelseaClinton @OpenSociety ABC just corrected a mistake.
Carmen Collins	Anti-Roseanne	Tue May 29 18:29:44 +0000 2018	CollagenDavoli	@therealroseanne It doesn't take 4 hours to leave twitter. Just go here: https://t.co/Og3N2dvnag and click 'Deactivate'.
Carmen Collins	Pro-Roseanne	Tue May 29 18:29:44 +0000 2018	rebeccathemeh	boycottABC
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:29:44 +0000 2018	VictoryInLove	@Nitrouso2 @KurtSchlichter @therealroseanne @billmaher @JoyAnnReid I doubt it very much if those assholes are eithe... https://t.co/4TGLLTif3L
Aditya Bhat	Anti-Roseanne	Tue May 29 18:29:45 +0000 2018	DanielMize1969	@therealroseanne Bye bitch!!!
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:29:45 +0000 2018	DMisc06473	@JoeConchaTV As ridiculous &amp; awful as Roseanne's tweet was, you had to know @ABCNetwork was chomping at the bit to... https://t.co/xCnyl7vh40
Carmen Collins	Pro-Roseanne	Tue May 29 18:29:45 +0000 2018	SweetAndWeird	@wwl173 @iamwandasykes HA! @therealroseanne carried the show. The balance of the cast are hanger-ons reaping the be... https://t.co/ZYqhvJnNn0
Carmen Collins	Pro-Roseanne	Tue May 29 18:29:45 +0000 2018	ericpirooz	BoycottABC
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:29:45 +0000 2018	Horan_Debbyv	kathygriffin
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:29:46 +0000 2018	IsmeniaOsuna	I can't believe people still making racist jokes. It's not about the joke, it's about the racist part.... https://t.co/WGHmX2LH37
Kristen Byers	Unclear/Unrelated	Tue May 29 18:29:46 +0000 2018	pysops	@1Romans58 @therealroseanne @BreitbartNews Stop paying taxes since it goes to funding ISIS and to bombing  around  ISIS.
Kristen Byers	Anti-Roseanne	Tue May 29 18:29:46 +0000 2018	B_radBurns	@TheGoodGodAbove @therealroseanne Thaty canceled this cunts show! Great job!
Kristen Byers	Neutral	Tue May 29 18:29:46 +0000 2018	Zannell1	@dlsperling @krassenstein @DGypsy62 Someone actually tried to lecture me that Trump had nothing to do with Roseanne... https://t.co/VIaX6mRNze
Kristen Byers	Pro-Roseanne	Tue May 29 18:29:46 +0000 2018	WillGChen	ABC is taking political side, and showing its true colors. Bad move! Everyone knows Roseanne is a comedienne. What... https://t.co/E0Kiud1ab9
Sigfried Gold	Pro-Roseanne	Tue May 29 18:29:46 +0000 2018	artipatel	@marthamaccallum @therealroseanne @RealCandaceO What about 'The View'??
Kristen Byers	Pro-Roseanne	Tue May 29 18:29:47 +0000 2018	towingincali	@marthamaccallum @therealroseanne @RealCandaceO But it's ok for thousands of Hollywood elite to continue to bash ou... https://t.co/nF4hxf0cqY
Kristen Byers	Anti-Roseanne	Tue May 29 18:29:48 +0000 2018	caroline_ver	jfc well at least.... ABC does have a line and it can be crossed? or maybe they should've never rebooted roseanne
Kristen Byers	Anti-Roseanne	Tue May 29 18:29:48 +0000 2018	stevendupler	@therealroseanne Your remark wasn't intended as a joke and calling a black person a "monkey" is some serious KKK an... https://t.co/9kxEC493nR
Suzanne Garcia	Pro-Roseanne	Tue May 29 18:29:48 +0000 2018	thump3939	@therealroseanne Please Roseanne, do NOT back down for what you believe in. Your voice needs to be heard now more t... https://t.co/hOvxI63dKE
Suzanne Garcia	Unclear/Unrelated	Tue May 29 18:29:48 +0000 2018	cricketnmr	@ryanfeinberg407 @therealroseanne He's a Holocaust survivor who thoroughly enjoyed the Holocaust. He refers to 1944... https://t.co/29PfzEMjuG
Sarah Jackson	Neutral	Tue May 29 18:29:48 +0000 2018	Raindrop3143	@OBFSU @smokie_tx @GulfDogs @MamaMiaNOSharia I think ABC took 3 minutes, 22 seconds to determine Roseanne's motives... https://t.co/LHHXoyGDDL
Carmen Collins	Pro-Roseanne	Tue May 29 18:29:49 +0000 2018	sandypie38	@therealroseanne I guess we better cancel every show that any black comedians have ever been on, considering not a... https://t.co/dBE4kQap6j
Suzanne Garcia	Pro-Roseanne	Tue May 29 18:29:49 +0000 2018	LG4LG	@mikesubzero @Barnes_Law Nothing racist in that tweet. No anti semitism either.  And I believe Roseanne is jewish.
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:29:49 +0000 2018	SunBadger	Dangit, Roseanne! It Wasn't Supposed to End Like This! https://t.co/ma9BAMs3kn via @ConstitutionNat
Carmen Collins	Unclear/Unrelated	Tue May 29 18:29:50 +0000 2018	TrevTrevi7	Roseanne
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:29:50 +0000 2018	gayleasher1	@BruceHiscott @StaceyR04367981 @KEEMSTAR @therealroseanne Yeah no that's fucked, I missed that.
Sigfried Gold	Anti-Roseanne	Tue May 29 18:29:50 +0000 2018	starwolf_oakley	@therealroseanne And ABC, Who just CANCELED your racist ass! Bet you did Nazi that coming, did ya Ms. Privilege!
Sarah Jackson	Neutral	Tue May 29 18:29:50 +0000 2018	BadKarmaIn2020	Roseanne is seriously already canceled?  Crazy.    Easy come, easy go.        \u200d
Michael Joseph, III	Pro-Roseanne	Tue May 29 18:29:50 +0000 2018	dquinnj	@RoseanneOnABC ABC SUCKS for canceling Roseanne! So No one can say ANYTHING bad about the murderous Hilary, the Mus... https://t.co/qG5w5rnQpX
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:29:51 +0000 2018	DILLIGAF_not	@therealroseanne https://t.co/qcqEuZOMwk welcomes you.
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:29:51 +0000 2018	dontaskmejoe	Roseanne
Sigfried Gold	Pro-Roseanne	Tue May 29 18:29:51 +0000 2018	ShellyAMoss2	@Delusional45 @marishere @therealroseanne Dah-she is a comedian!
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:29:52 +0000 2018	charissesusann	Resist
Carmen Collins	Anti-Roseanne	Tue May 29 18:29:52 +0000 2018	Johnp26496263	Roseanne ain't shit. She got on here, tweeted and got her whole cast and crew fired. LMAOOOO!! https://t.co/6QyHYn2jbC
Sigfried Gold	Pro-Roseanne	Tue May 29 18:29:52 +0000 2018	NinjaStarWipe	@therealroseanne FUCK VALERIE JARRETT.
Sarah Jackson	Neutral	Tue May 29 18:29:52 +0000 2018	thomusvoo	I did not expect that Roseanne cancellation. I don't even know what I think about it yet.
Kristen Byers	Unclear/Unrelated	Tue May 29 18:29:53 +0000 2018	jamesonstarship	It took less than an hour for @jbarro's 'no way conservatives will be dumb enough to stand with Roseanne' take to i... https://t.co/BAZ97YdGVP
Suzanne Garcia	Unclear/Unrelated	Tue May 29 18:29:53 +0000 2018	KarenHennigar1	@NerdyGirlsRulz @DonnaDo89792101 @1charlieprince @puffballsgirl @therealroseanne Harvard Grad ha
Suzanne Garcia	Neutral	Tue May 29 18:29:53 +0000 2018	RetroSchott	What are the current Vegas odds that Roseanne is given a Cabinet seat in the Trump admin?
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:29:53 +0000 2018	BBooBotTaterTot	https://t.co/33BtTE2A7e
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:29:53 +0000 2018	emanpatsfan	@CaughtYa164 @lilsudspooh @therealroseanne We dont care.
Sarah Jackson	Anti-Roseanne	Tue May 29 18:29:53 +0000 2018	ReloadLastSave	@therealroseanne I'm sure that clown-ass president has a place for you.
Sigfried Gold	Anti-Roseanne	Tue May 29 18:29:54 +0000 2018	JFrankMusic	Islam is a religion of faith you dumb fat fvck Roseanne Barr and not a race you clueless ignorant human maggot          https://t.co/sQytHJ45dA
Sarah Jackson	Anti-Roseanne	Tue May 29 18:29:54 +0000 2018	mattwhitlockPM	Still to this day haven't seen a single episode of Roseanne, and it'll stay that way.
Aditya Bhat	Neutral	Tue May 29 18:29:55 +0000 2018	rpadillarn	@FoxNews of course they cancel Roseanne's show, yet the ladies on The View &amp; other left leaning shows, can say what... https://t.co/aEdc2HB2PJ
Kristen Byers	Unclear/Unrelated	Tue May 29 18:29:55 +0000 2018	k8tdid2	@kevinscholla @SarahPalinUSA @therealroseanne One is the truth the other is an ugly racist slur.
Kristen Byers	Neutral	Tue May 29 18:29:55 +0000 2018	SillerDonna	Rude, Roseanne, but I love the new show.  ABC, please, keep it on
Sarah Jackson	Anti-Roseanne	Tue May 29 18:29:55 +0000 2018	JewishConserv	@thehill Watching with bated breath to see if Trump tweets out a 'it was a great show, great ratings and Roseanne i... https://t.co/YKc3NNOhEF
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:29:56 +0000 2018	CallOutHaters	@msnbc: can you please get your head out of your ass and start reporting real news. @KatyTurNBC does not need to sp... https://t.co/dYJHUFc9v5
Carmen Collins	Unclear/Unrelated	Tue May 29 18:29:57 +0000 2018	Jerzygma	Roseanne
Carmen Collins	Anti-Roseanne	Tue May 29 18:29:57 +0000 2018	Ebbrell67	@gphillimo @therealroseanne you sound like a special kind of idiot that needs their mouth washed with soap how ols are you
Sigfried Gold	Anti-Roseanne	Tue May 29 18:29:57 +0000 2018	badotisthecat	@therealroseanne Not a joke.. but I'm sure your coworkers who need a paycheck will get your humour..
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:29:58 +0000 2018	iamchriswms	Can someone tell me why Roseanne was welcomed back to ABC in the first place? She was the exact same person in the 90s.
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:29:59 +0000 2018	theloniuspimp	@realmikepacker @Sarah_G_Barker @EdKrassen @therealroseanne offended the left? how bout people of colour mikeyboy?... https://t.co/ru9JjGzCap
Aditya Bhat	Neutral	Tue May 29 18:29:59 +0000 2018	BULLYDOG357	@KIRO7Seattle WHAT ROSEANNE SAID WAS WRONG. BUT WHY IS IT THAT SO-CALLED TV STARS CAN SAY WHATEVER SHIT THEY WANT A... https://t.co/TNRFDJ9KvO
Carmen Collins	Unclear/Unrelated	Tue May 29 18:29:59 +0000 2018	SeniorGolem1672	@therealroseanne @ChelseaClinton @OpenSociety Said the woman who dressed up as Adolf Hitler and was baking gingerbr... https://t.co/i4XQFscVNB
Suzanne Garcia	Anti-Roseanne	Tue May 29 18:29:59 +0000 2018	JohnMcC21786812	@brandy_mancari @lasc422 @therealroseanne True, but Kathy Griffin didn't have a network show to lose did she? There... https://t.co/kPbRB0fEY8
Suzanne Garcia	Unclear/Unrelated	Tue May 29 18:29:59 +0000 2018	MarkHToo	@therealroseanne  https://t.co/ym1X0gjpxM
Suzanne Garcia	Neutral	Tue May 29 18:29:59 +0000 2018	rockrapunzel	@ABCNetwork you knew how Roseanne acted on Twitter before bringing back her show @RoseanneOnABC so why bring it bac... https://t.co/abqkgawpIY
Suzanne Garcia	Unclear/Unrelated	Tue May 29 18:29:59 +0000 2018	beesinmyhouse	@therealroseanne         \u200d              https://t.co/nALrd9Tdmf
Sigfried Gold	Pro-Roseanne	Tue May 29 18:29:59 +0000 2018	Jesse_W_Lewis	@marthamaccallum @therealroseanne @RealCandaceO If this is the standard, why is Joy Behar still on the View?
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:30:00 +0000 2018	VibeClarkRoger	Roseanne
Kristen Byers	Anti-Roseanne	Tue May 29 18:30:01 +0000 2018	XtianResistance	Can't wait for the Roseanne / Sarah Palin reality show.
Kristen Byers	Pro-Roseanne	Tue May 29 18:30:01 +0000 2018	gracejohnmom	@Lost94133 @Ohio_Buckeye_US @ABC @therealroseanne Hopefully FOX will lick the show up!
Sarah Jackson	Pro-Roseanne	Tue May 29 18:30:01 +0000 2018	IndieWire	@therealroseanne Jeez.  I missed the racist part.  I thought it was just a funny joke.
Sarah Jackson	Anti-Roseanne	Tue May 29 18:30:01 +0000 2018	Dracokain2k4	Wow! Even though I liked the Roseanne reboot and watched the episodes, I'm happy about ABC's decision.
Michael Joseph, III	Anti-Roseanne	Tue May 29 18:30:01 +0000 2018	Clemfold	What a shame @realroseannebarr turned out to be such an uncultured swine. smdh https://t.co/Oh8vhDdvK1 https://t.co/Oh8vhDdvK1
Kristen Byers	Pro-Roseanne	Tue May 29 18:30:02 +0000 2018	maggiehollis	@TruthFeedNews @FOXTV please takeover Roseanne's Show!
Kristen Byers	Neutral	Tue May 29 18:30:03 +0000 2018	janebur69681636	Here's what Roseanne tweeted https://t.co/JbcBaeIugX
Carmen Collins	Pro-Roseanne	Tue May 29 18:30:03 +0000 2018	99ermikeb	BoycottABC
Aditya Bhat	Anti-Roseanne	Tue May 29 18:30:05 +0000 2018	jimbrkr	I'm not even remotely surprised by the whole @therealroseanne situation. You give a racist a platform and surprise... https://t.co/9VsyHIyb5p
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:30:05 +0000 2018	brufoocrue	@jetsgirl7 @MAGA_PARTY_559 @JTMYVA 45 is a disrespectful fuck. He reaps what he sows...as did Roseanne.
Carmen Collins	Unclear/Unrelated	Tue May 29 18:30:05 +0000 2018	TheWave0079	@inittowinit007 @realDonaldTrump @POTUS @therealroseanne @FLOTUS @_America_First @lalaviealoha @LoriinUtah... https://t.co/knYpYAb5rm
Suzanne Garcia	Anti-Roseanne	Tue May 29 18:30:05 +0000 2018	Cinemaginando	Creepy! Look at all her followers 666.6k. Don't like the number 666 @therealroseanne https://t.co/GaqHLsFmXj
Suzanne Garcia	Pro-Roseanne	Tue May 29 18:30:05 +0000 2018	wvpublicnews	All the trumpers bitching about Roseanne are missing the point. The constitution guarantees you freedom of speech,... https://t.co/ZWl0KMFnYC
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:30:05 +0000 2018	Cheryl7298752	Roseanne
Michael Joseph, III	Pro-Roseanne	Tue May 29 18:30:05 +0000 2018	jollyeaker	@therealroseanne @BarrettMelva @ChelseaClinton @OpenSociety We are all still with you,the scum LIBERALISM MENTAL DI... https://t.co/XCaRixpyge
Kristen Byers	Anti-Roseanne	Tue May 29 18:30:06 +0000 2018	DebraLane_	@therealroseanne What you said would never enter my head, it would only enter the head of a racist.
Carmen Collins	Anti-Roseanne	Tue May 29 18:30:06 +0000 2018	hotrod6273	@robreiner Trump is was and always will be a racist.  Look for him, his BFF Hannity, and others at Trump TV to blam... https://t.co/1srKJixscq
Suzanne Garcia	Neutral	Tue May 29 18:30:06 +0000 2018	SpiderJ2044	roseanne has always confused me
Kristen Byers	Pro-Roseanne	Tue May 29 18:30:07 +0000 2018	berrylblue	@therealroseanne America loves you Roseanne!       Your show is the best ever and they can't handle it!! A joke is... https://t.co/BEoEDeKB0S
Suzanne Garcia	Anti-Roseanne	Tue May 29 18:30:07 +0000 2018	poppytools	@TheGoodGodAbove LOOK: Racist Roseanne Barr Claimed On Her Website In 2013 That The Boston Marathon Bombing Was A F... https://t.co/iNT55yXhjA
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:30:07 +0000 2018	snicker1245	@wildhorses_run @rayann2320 @therealroseanne @vickibazter No shit, genius.
Sarah Jackson	Neutral	Tue May 29 18:30:07 +0000 2018	lfskidmore7	How post production works, and why Roseanne getting cancelled sucks for lots of middle class folks https://t.co/pnzDsnNyoo
Aditya Bhat	Neutral	Tue May 29 18:30:08 +0000 2018	officialDubleSS	@iamwandasykes ABC cancels 'Roseanne' after star's racist Twitter rant.....                                  https://t.co/wKmOIfslkm
Michael Joseph, III	Anti-Roseanne	Tue May 29 18:30:08 +0000 2018	jesigrl1949	A shitty day for any people who signed on with @therealroseanne just to watch her act like a 6 year old and skirt a... https://t.co/J2HSWznOSF
Michael Joseph, III	Anti-Roseanne	Tue May 29 18:30:08 +0000 2018	salnews	ABC's statement: 'Roseanne's Twitter statement is abhorrent, repugnant and inconsistent with our values, and we hav... https://t.co/wO8BmFBcPt
Carmen Collins	Unclear/Unrelated	Tue May 29 18:30:09 +0000 2018	KaysenHarlow	Cancelled
Carmen Collins	Neutral	Tue May 29 18:30:09 +0000 2018	sonarv1	(2/4) Today, @therealroseanne  tweets about former advisor to @BarackObama, Valerie Jarrett, 'Muslim brotherhood &amp;... https://t.co/kVwo9Edkt8
Suzanne Garcia	Anti-Roseanne	Tue May 29 18:30:09 +0000 2018	HuffPostCanada	ABC should have known better though. Roseanne Barr has been tweeting racist, insane stuff for years.  https://t.co/UqZdLUKxVJ
Kristen Byers	Anti-Roseanne	Tue May 29 18:30:10 +0000 2018	MightyKirkmo	@therealroseanne This is what you are. This is what you stand for. You knew exactly what you were typing and it was... https://t.co/uZ94PdtULn
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:30:10 +0000 2018	patg054	@Pria_Amin @therealroseanne And that is why we have elections
Sigfried Gold	Anti-Roseanne	Tue May 29 18:30:10 +0000 2018	SnarlaMarla234	For everyone that was outraged and sickened by what @therealroseanne said...GOOD.  Now get out in November and vote... https://t.co/vjESpQ7rbA
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:30:11 +0000 2018	George051961	.@MSNBC .@KatyTurNBC Roseanne was dressed as Hitler baking gingerbread cookies--which were meant to represent Jewis... https://t.co/0xfq6siH2z
Carmen Collins	Anti-Roseanne	Tue May 29 18:30:12 +0000 2018	csmcgrl23	Roseanne Barr is entry-level racism. Get cucked ABC
Suzanne Garcia	Pro-Roseanne	Tue May 29 18:30:12 +0000 2018	Seanatonin	I CAN'T BELIEVE @ABC is cancelling @RoseanneOnABC because of @therealroseanne tweets. So what! Tbh, @ValerieJarrett... https://t.co/b7mSZavsno
Kristen Byers	Neutral	Tue May 29 18:30:13 +0000 2018	granmanh	@OliverMcGee @ABC @therealroseanne The only thing I watched on ABC was Roseanne  so no reason to go there anymore.... https://t.co/fsf8AJmLhj
Kristen Byers	Anti-Roseanne	Tue May 29 18:30:13 +0000 2018	thecharlbrown	girlbye
Carmen Collins	Anti-Roseanne	Tue May 29 18:30:13 +0000 2018	MikeZappa	@HeidiHidyHoberg SERIOUSLY. Bring back Martin. Slide him right into Roseanne's (former) time slot.
Carmen Collins	Anti-Roseanne	Tue May 29 18:30:13 +0000 2018	CourtBlackburn	@therealroseanne @DonaldJTrumpJr @ChelseaClinton @OpenSociety Hey dumbshit Don Jr, Soros was born in 1930 so appare... https://t.co/SxilvQfWfF
Suzanne Garcia	Unclear/Unrelated	Tue May 29 18:30:13 +0000 2018	AsliPerincek	@JackiSchechner @kathygriffin @therealroseanne Oh please...
Kristen Byers	Anti-Roseanne	Tue May 29 18:30:14 +0000 2018	kapmandoo	@therealroseanne Mel Gibson is waiting on your call.
Kristen Byers	Neutral	Tue May 29 18:30:14 +0000 2018	KC1013	BREAKING: ABC has cancelled Roseanne. WHY: https://t.co/KqDWFBQXQL
Carmen Collins	Anti-Roseanne	Tue May 29 18:30:14 +0000 2018	pricklyrage	Roseanne needs to report to the nearest Starbucks to sit in on one of their "don't be a racist" seminars.
Kristen Byers	Anti-Roseanne	Tue May 29 18:30:15 +0000 2018	krm_2012	@therealroseanne Great job, dumbass. You got your reboot cancelled and people fired because you don't know how to s... https://t.co/Ss60I0t4cK
